Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2023,Yabc @ Truman High School,330855,Bronx,Bronx,10475,<4,0,0,0,<4,"Bronx, NY 10475
(40.873022, -73.82681)"
Fall 2023,Young Women'S Leadership Schoo,330024,Bronx,Bronx,10453,6,<4,4,0,<4,"Bronx, NY 10453
(40.8522178, -73.9119865)"
Fall 2023,Binghamton High School,330425,Binghamton,Broome,13905,161,17,10,8,126,"Binghamton, NY 13905
(42.1242654, -75.9285972)"
Fall 2023,Broome-Tioga Boces,21536,Binghamton,Broome,13905,<4,0,0,0,<4,"Binghamton, NY 13905
(42.1242654, -75.9285972)"
Fall 2023,Central Baptist Christian Acad,330424,Binghamton,Broome,13901,<4,<4,0,<4,0,"Binghamton, NY 13901
(42.1366545, -75.8958094)"
Fall 2023,Chenango Forks High School,331350,Binghamton,Broome,13901,54,12,9,8,25,"Binghamton, NY 13901
(42.1366545, -75.8958094)"
Fall 2023,Chenango Valley High School,330426,Binghamton,Broome,13901,74,5,11,<4,56,"Binghamton, NY 13901
(42.1366545, -75.8958094)"
Fall 2023,Deposit Central School,331605,Deposit,Broome,13754,16,<4,6,4,5,"Deposit, NY 13754
(42.0683608, -75.4440401)"
Fall 2023,Harpursville Central School,332270,Harpursville,Broome,13787,14,<4,0,<4,12,"Harpursville, NY 13787
(42.162298, -75.6542)"
Fall 2023,Johnson City Sr High School,332630,Johnson City,Broome,13790,100,9,8,6,77,"Johnson City, NY 13790
(42.1360702, -75.970367)"
Fall 2023,Maine-Endwell Senior High Scho,331853,Endwell,Broome,13760,96,16,22,6,52,"Endwell, NY 13760
(42.157245, -76.022267)"
Fall 2023,Ross Corners Christian Academy,335733,Vestal,Broome,13850,4,0,0,0,4,"Vestal, NY 13850
(42.0811274, -76.0234617)"
Fall 2023,Seton Catholic Central High Sc,330431,Binghamton,Broome,13905,20,8,<4,<4,9,"Binghamton, NY 13905
(42.1242654, -75.9285972)"
Fall 2023,Susquehanna Valley High School,331463,Conklin,Broome,13748,38,7,5,<4,25,"Conklin, NY 13748
(42.055873, -75.808728)"
Fall 2023,Union Endicott High School,331850,Endicott,Broome,13760,138,23,22,9,84,"Endicott, NY 13760
(42.1108512, -76.071035)"
Fall 2023,Vestal High School,335730,Vestal,Broome,13850,139,45,20,<4,72,"Vestal, NY 13850
(42.0811274, -76.0234617)"
Fall 2023,Whitney Point High School,335970,Whitney Point,Broome,13862,30,<4,<4,5,22,"Whitney Point, NY 13862
(42.333809, -75.942093)"
Fall 2023,Windsor Central High School,336000,Windsor,Broome,13865,57,9,10,12,26,"Windsor, NY 13865
(42.074959, -75.644797)"
Fall 2023,Allegany-Limestone Central Sch,330120,Allegany,Cattaraugus,14706,40,<4,6,5,27,"Allegany, NY 14706
(42.0950795, -78.5020057)"
Fall 2023,Archbishop Walsh High School,334294,Olean,Cattaraugus,14760,<4,0,<4,0,0,"Olean, NY 14760
(42.083524, -78.428757)"
Fall 2023,Cattaraugus-Little Valley Cent,331275,Cattaraugus,Cattaraugus,14719,10,<4,<4,<4,5,"Cattaraugus, NY 14719
(42.331382, -78.862877)"
Fall 2023,Cattaraugus-Little Valley Cent,332845,Cattaraugus,Cattaraugus,14719,<4,0,0,0,<4,"Cattaraugus, NY 14719
(42.331382, -78.862877)"
Fall 2023,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,26,<4,4,5,15,"Ellicottville, NY 14731
(42.287451, -78.653346)"
Fall 2023,Franklinville Central School,331990,Franklinville,Cattaraugus,14737,19,0,<4,4,14,"Franklinville, NY 14737
(42.333159, -78.445696)"
Fall 2023,Gowanda Central School,332150,Gowanda,Cattaraugus,14070,20,<4,4,0,14,"Gowanda, NY 14070
(42.4627751, -78.9373455)"
Fall 2023,Hinsdale Central School,332400,Hinsdale,Cattaraugus,14743,5,0,0,<4,4,"Hinsdale, NY 14743
(42.179213, -78.395664)"
Fall 2023,Olean High School,334295,Olean,Cattaraugus,14760,59,<4,10,12,34,"Olean, NY 14760
(42.083524, -78.428757)"
Fall 2023,Pioneer High School,336083,Yorkshire,Cattaraugus,14173,47,5,12,9,21,"Yorkshire, NY 14173
(42.5302243, -78.4770092)"
Fall 2023,Portville Central School,334600,Portville,Cattaraugus,14770,31,0,6,18,7,"Portville, NY 14770
(42.038588, -78.340504)"
Fall 2023,Randolph Academy,334662,Randolph,Cattaraugus,14772,<4,0,<4,0,<4,"Randolph, NY 14772
(42.162262, -78.9748898)"
Fall 2023,Randolph Central School Distri,334660,Randolph,Cattaraugus,14772,21,<4,4,<4,12,"Randolph, NY 14772
(42.162262, -78.9748898)"
Fall 2023,Salamanca Senior High School,335020,Salamanca,Cattaraugus,14779,22,<4,6,<4,13,"Salamanca, NY 14779
(42.158985, -78.71682)"
Fall 2023,West Valley Central High Schoo,335920,West Valley,Cattaraugus,14171,6,<4,<4,0,<4,"West Valley, NY 14171
(42.3979086, -78.6457914)"
Fall 2023,Auburn High School,330240,Auburn,Cayuga,13021,98,5,17,<4,75,"Auburn, NY 13021
(42.9295936, -76.5645831)"
Fall 2023,Cato-Meridian High School,331260,Cato,Cayuga,13033,23,0,6,<4,15,"Cato, NY 13033
(43.1921236, -76.5699651)"
Fall 2023,Dana L West Junior-Senior High,334570,Port Byron,Cayuga,13140,30,<4,5,<4,23,"Port Byron, NY 13140
(43.0445985, -76.6515408)"
Fall 2023,Moravia Central School,333215,Moravia,Cayuga,13118,31,<4,<4,<4,22,"Moravia, NY 13118
(42.7516897, -76.4203401)"
Fall 2023,Southern Cayuga Central Junior,334568,Aurora,Cayuga,13026,21,<4,7,<4,11,"Aurora, NY 13026
(42.7481504, -76.6877885)"
Fall 2023,Tyburn Academy,330256,Auburn,Cayuga,13021,<4,0,0,0,<4,"Auburn, NY 13021
(42.9295936, -76.5645831)"
Fall 2023,Union Springs Academy,335675,Union Springs,Cayuga,13160,<4,0,0,0,<4,"Union Springs, NY 13160
(42.832545, -76.674013)"
Fall 2023,Union Springs High School,335670,Union Springs,Cayuga,13160,28,<4,5,6,16,"Union Springs, NY 13160
(42.832545, -76.674013)"
Fall 2023,Weedsport Junior/Senior High S,335860,Weedsport,Cayuga,13166,22,<4,<4,0,19,"Weedsport, NY 13166
(43.0518912, -76.5583746)"
Fall 2023,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown, NY 14701
(42.0961776, -79.2425562)"
Fall 2023,Brocton Central School,330530,Brocton,Chautauqua,14716,11,0,<4,0,10,"Brocton, NY 14716
(42.3892591, -79.4393216)"
Fall 2023,Cassadaga Valley Middle High S,335200,Sinclairville,Chautauqua,14782,25,<4,5,4,14,"Sinclairville, NY 14782
(42.268364, -79.272747)"
Fall 2023,Chautauqua Lake Central School,331335,Mayville,Chautauqua,14757,<4,0,0,0,<4,"Mayville, NY 14757
(42.244505, -79.499012)"
Fall 2023,Chautauqua Lake Central School,333085,Mayville,Chautauqua,14757,23,0,12,<4,8,"Mayville, NY 14757
(42.244505, -79.499012)"
Fall 2023,Clymer Central School,331410,Clymer,Chautauqua,14724,8,0,<4,<4,5,"Clymer, NY 14724
(42.0563632, -79.7036034)"
Fall 2023,Dunkirk High School,331670,Dunkirk,Chautauqua,14048,49,0,18,<4,30,"Dunkirk, NY 14048
(42.477844, -79.332306)"
Fall 2023,Falconer Middle Senior High Sc,331875,Falconer,Chautauqua,14733,35,<4,5,4,25,"Falconer, NY 14733
(42.123488, -79.198141)"
Fall 2023,Forestville High School,331950,Forestville,Chautauqua,14062,15,<4,6,<4,7,"Forestville, NY 14062
(42.4628458, -79.1521007)"
Fall 2023,Fredonia High School,331995,Fredonia,Chautauqua,14063,57,11,29,<4,15,"Fredonia, NY 14063
(42.4364092, -79.3314108)"
Fall 2023,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,27,4,5,<4,16,"Frewsburg, NY 14738
(42.0484346, -79.1098776)"
Fall 2023,Gustavus Adolphus Learning Cen,332609,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown, NY 14701
(42.0961776, -79.2425562)"
Fall 2023,Jamestown High School,332605,Jamestown,Chautauqua,14701,97,4,12,<4,79,"Jamestown, NY 14701
(42.0961776, -79.2425562)"
Fall 2023,Maple Grove Junior-Senior High,330400,Bemus Point,Chautauqua,14712,30,4,6,<4,17,"Bemus Point, NY 14712
(42.1646656, -79.3890795)"
Fall 2023,Panama Central School,334405,Panama,Chautauqua,14767,14,0,5,0,9,"Panama, NY 14767
(42.0389026, -79.4801799)"
Fall 2023,Pine Valley Junior/Senior High,335260,South Dayton,Chautauqua,14138,17,<4,<4,<4,9,"South Dayton, NY 14138
(42.361152, -79.049963)"
Fall 2023,Sherman Central School,335185,Sherman,Chautauqua,14781,10,0,<4,0,7,"Sherman, NY 14781
(42.1461889, -79.5878387)"
Fall 2023,Silver Creek Central School,335195,Silver Creek,Chautauqua,14136,28,0,8,5,15,"Silver Creek, NY 14136
(42.5418166, -79.1595606)"
Fall 2023,Southwestern Central High Scho,332610,Jamestown,Chautauqua,14701,42,<4,8,0,31,"Jamestown, NY 14701
(42.0961776, -79.2425562)"
Fall 2023,Westfield Academy And Central,335880,Westfield,Chautauqua,14787,16,0,<4,<4,11,"Westfield, NY 14787
(42.3241454, -79.5725742)"
Fall 2023,Elmira Free Academy,331820,Elmira,Chemung,14905,5,0,0,0,5,"Elmira, NY 14905
(42.090611, -76.835739)"
Fall 2023,Elmira High School,331830,Elmira,Chemung,14904,45,8,<4,13,22,"Elmira, NY 14904
(42.071423, -76.799441)"
Fall 2023,Horseheads High School,332465,Horseheads,Chemung,14845,126,20,29,9,68,"Horseheads, NY 14845
(42.1752286, -76.8388454)"
Fall 2023,Notre Dame High School,331825,Elmira,Chemung,14904,7,<4,0,<4,<4,"Elmira, NY 14904
(42.071423, -76.799441)"
Fall 2023,Thomas A. Edison High School,331835,Elmira Heights,Chemung,14903,26,<4,4,<4,18,"Elmira Heights, NY 14903
(42.14398, -76.830444)"
Fall 2023,Twin Tiers Christian Academy,330487,Breesport,Chemung,14816,5,<4,0,0,4,"Breesport, NY 14816
(42.1735629, -76.7352953)"
Fall 2023,Afton Central School,330015,Afton,Chenango,13730,8,0,4,<4,<4,"Afton, NY 13730
(42.229569, -75.532762)"
Fall 2023,Greene Central School,332175,Greene,Chenango,13778,25,<4,5,<4,14,"Greene, NY 13778
(42.334967, -75.770253)"
Fall 2023,Norwich High School,334240,Norwich,Chenango,13815,46,5,12,16,13,"Norwich, NY 13815
(42.5363523, -75.5297324)"
Fall 2023,Otselic Valley Junior/Senior H,335285,South Otselic,Chenango,13155,8,0,<4,5,<4,"South Otselic, NY 13155
(42.647349, -75.7761433)"
Fall 2023,Oxford Academy & Central High,334380,Oxford,Chenango,13830,19,<4,5,<4,10,"Oxford, NY 13830
(42.4386615, -75.6053785)"
Fall 2023,Sherburne-Earlville Central Sc,335180,Sherburne,Chenango,13460,25,8,<4,6,9,"Sherburne, NY 13460
(42.681522, -75.463508)"
Fall 2023,Unadilla Valley Central School,333300,New Berlin,Chenango,13411,28,<4,8,13,6,"New Berlin, NY 13411
(42.6539317, -75.3406941)"
Fall 2023,Ausable Valley Central School,331403,Clintonville,Clinton,12924,37,<4,23,<4,11,"Clintonville, NY 12924
(44.4656904, -73.5839412)"
Fall 2023,Beekmantown Central School,334540,West Chazy,Clinton,12992,68,5,29,10,24,"West Chazy, NY 12992
(44.8164557, -73.508003)"
Fall 2023,Chazy Central Rural School,331340,Chazy,Clinton,12921,12,0,4,<4,5,"Chazy, NY 12921
(44.889032, -73.437169)"
Fall 2023,Northeastern Clinton Central S,331305,Champlain,Clinton,12919,33,<4,19,4,9,"Champlain, NY 12919
(44.9783641, -73.4447441)"
Fall 2023,Northern Adirondack Central Sc,331795,Ellenburg Depot,Clinton,12935,29,<4,15,6,5,"Ellenburg Depot, NY 12935
(44.8876426, -73.8076067)"
Fall 2023,Peru Junior/Senior High School,334490,Peru,Clinton,12972,60,<4,32,8,19,"Peru, NY 12972
(44.5744611, -73.5223983)"
Fall 2023,Plattsburgh High School,334552,Plattsburgh,Clinton,12901,62,6,35,7,14,"Plattsburgh, NY 12901
(44.6976196, -73.4633423)"
Fall 2023,Saranac Central Senior High Sc,335035,Saranac,Clinton,12981,48,5,24,<4,17,"Saranac, NY 12981
(44.6376425, -73.7754609)"
Fall 2023,Seton Catholic Central,334545,Plattsburgh,Clinton,12903,9,<4,5,0,<4,"Plattsburgh, NY 12903
(44.675989, -73.449514)"
Fall 2023,Chatham High School,331325,Chatham,Columbia,12037,34,<4,4,<4,26,"Chatham, NY 12037
(42.332534, -73.565239)"
Fall 2023,Columbia Christian Academy,332082,Ghent,Columbia,12075,<4,0,0,0,<4,"Ghent, NY 12075
(42.296789, -73.645413)"
Fall 2023,Darrow School,333350,New Lebanon,Columbia,12125,<4,<4,<4,0,0,"New Lebanon, NY 12125
(42.47227, -73.4109719)"
Fall 2023,Germantown Central School,332080,Germantown,Columbia,12526,19,<4,<4,<4,12,"Germantown, NY 12526
(42.1159581, -73.8613255)"
Fall 2023,Hawthorne Valley School,332083,Ghent,Columbia,12075,<4,0,0,0,<4,"Ghent, NY 12075
(42.296789, -73.645413)"
Fall 2023,Hudson Senior High School,332475,Hudson,Columbia,12534,64,12,<4,5,46,"Hudson, NY 12534
(42.2458349, -73.7680293)"
Fall 2023,Ichabod Crane High School,335705,Valatie,Columbia,12184,49,8,7,<4,32,"Valatie, NY 12184
(42.4191166, -73.6638445)"
Fall 2023,New Lebanon Jr/Sr High School,332785,New Lebanon,Columbia,12125,10,<4,<4,<4,5,"New Lebanon, NY 12125
(42.47227, -73.4109719)"
Fall 2023,Taconic Hills Central High Sc,334505,Craryville,Columbia,12521,42,7,9,4,22,"Craryville, NY 12521
(42.163452, -73.613377)"
Fall 2023,Cincinnatus Central School,331380,Cincinnatus,Cortland,13040,18,<4,4,0,11,"Cincinnatus, NY 13040
(42.5692745, -75.9434966)"
Fall 2023,Cortland Jr-Sr High School,331525,Cortland,Cortland,13045,80,6,15,6,53,"Cortland, NY 13045
(42.592604, -76.1911019)"
Fall 2023,Homer Senior High School,332425,Homer,Cortland,13077,73,5,17,12,39,"Homer, NY 13077
(42.684057, -76.218262)"
Fall 2023,Marathon Central School,333035,Marathon,Cortland,13803,20,0,<4,0,17,"Marathon, NY 13803
(42.447542, -76.0661994)"
Fall 2023,Mcgraw High School,333087,Mcgraw,Cortland,13101,20,<4,<4,0,18,"Mcgraw, NY 13101
(42.6006395, -76.075455)"
Fall 2023,Charlotte Valley Central Schoo,331580,Davenport,Delaware,13750,11,0,4,5,<4,"Davenport, NY 13750
(42.472452, -74.8413183)"
Fall 2023,Delaware Academy Central Schoo,331590,Delhi,Delaware,13753,16,6,<4,8,0,"Delhi, NY 13753
(42.2836515, -74.9113078)"
Fall 2023,Downsville Central School,331650,Downsville,Delaware,13755,6,0,0,5,<4,"Downsville, NY 13755
(42.0585188, -75.0107626)"
Fall 2023,Franklin Central School,331980,Franklin,Delaware,13775,4,<4,0,<4,<4,"Franklin, NY 13775
(42.332952, -75.154102)"
Fall 2023,Hancock Central School,332260,Hancock,Delaware,13783,7,0,<4,<4,4,"Hancock, NY 13783
(41.9699703, -75.2643418)"
Fall 2023,Margaretville Central School,333045,Margaretville,Delaware,12455,19,<4,<4,9,4,"Margaretville, NY 12455
(42.149885, -74.650118)"
Fall 2023,Roxbury Central School,334935,Roxbury,Delaware,12474,5,0,0,4,<4,"Roxbury, NY 12474
(42.266408, -74.5897896)"
Fall 2023,Sidney High School,335190,Sidney,Delaware,13838,31,<4,7,8,13,"Sidney, NY 13838
(42.3098021, -75.391218)"
Fall 2023,South Kortright Central School,335275,South Kortright,Delaware,13842,15,0,<4,10,<4,"South Kortright, NY 13842
(42.3508925, -74.7320555)"
Fall 2023,Stamford Central School,335330,Stamford,Delaware,12167,9,<4,<4,5,<4,"Stamford, NY 12167
(42.4088632, -74.613941)"
Fall 2023,Walton Central School,335760,Walton,Delaware,13856,27,4,6,12,5,"Walton, NY 13856
(42.17967, -75.143039)"
Fall 2023,Arlington Senior High School,334620,La Grangeville,Dutchess,12540,327,47,52,7,221,"La Grangeville, NY 12540
(41.656746, -73.745216)"
Fall 2023,Beacon High School,330360,Beacon,Dutchess,12508,109,25,20,7,57,"Beacon, NY 12508
(41.5019799, -73.9647922)"
Fall 2023,Dover Jr-Sr High School,331645,Dover Plains,Dutchess,12522,37,4,8,<4,22,"Dover Plains, NY 12522
(41.733419, -73.5808824)"
Fall 2023,Duane Lake Academy,333134,Poughquag,Dutchess,12570,<4,0,0,0,<4,"Poughquag, NY 12570
(41.612532, -73.683015)"
Fall 2023,Faith Christian Academy,334628,Poughkeepsie,Dutchess,12601,5,0,0,0,5,"Poughkeepsie, NY 12601
(41.6974592, -73.9212811)"
Fall 2023,Franklin D. Roosevelt High Sch,332500,Hyde Park,Dutchess,12538,125,6,16,<4,100,"Hyde Park, NY 12538
(41.7802833, -73.908616)"
Fall 2023,John Jay Senior High School,332458,Hopewell Junctio,Dutchess,12533,197,36,35,5,121,"Hopewell Junctio, NY 12533
(41.5838651, -73.7936357)"
Fall 2023,Maplebrook School,330148,Amenia,Dutchess,12501,<4,0,0,0,<4,"Amenia, NY 12501
(41.849576, -73.556526)"
Fall 2023,Millbrook High School,333135,Millbrook,Dutchess,12545,36,4,7,0,25,"Millbrook, NY 12545
(41.783351, -73.684574)"
Fall 2023,Millbrook School,333140,Millbrook,Dutchess,12545,4,0,<4,0,<4,"Millbrook, NY 12545
(41.783351, -73.684574)"
Fall 2023,Oakwood Friends School,334625,Poughkeepsie,Dutchess,12603,5,<4,<4,0,<4,"Poughkeepsie, NY 12603
(41.6880316, -73.879502)"
Fall 2023,Orchard View Alternative High,335768,Hopewell Junctio,Dutchess,12533,<4,0,<4,0,<4,"Hopewell Junctio, NY 12533
(41.5838651, -73.7936357)"
Fall 2023,Our Lady Of Lourdes High Schoo,334627,Poughkeepsie,Dutchess,12603,35,9,7,<4,17,"Poughkeepsie, NY 12603
(41.6880316, -73.879502)"
Fall 2023,Pawling High School,334435,Pawling,Dutchess,12564,31,<4,5,<4,20,"Pawling, NY 12564
(41.5662684, -73.5928749)"
Fall 2023,Poughkeepsie Day School,334629,Poughkeepsie,Dutchess,12603,<4,0,0,0,<4,"Poughkeepsie, NY 12603
(41.6880316, -73.879502)"
Fall 2023,Poughkeepsie High School,334630,Poughkeepsie,Dutchess,12603,101,10,4,5,82,"Poughkeepsie, NY 12603
(41.6880316, -73.879502)"
Fall 2023,Red Hook High School,334685,Red Hook,Dutchess,12571,63,7,11,4,41,"Red Hook, NY 12571
(42.0033715, -73.8438284)"
Fall 2023,Rhinebeck High School,334715,Rhinebeck,Dutchess,12572,43,8,7,<4,25,"Rhinebeck, NY 12572
(41.923609, -73.886635)"
Fall 2023,Roy C. Ketcham Senior High Sch,335770,Wappingers Falls,Dutchess,12590,214,46,25,6,137,"Wappingers Falls, NY 12590
(41.5923, -73.896442)"
Fall 2023,Spackenkill High School,334632,Poughkeepsie,Dutchess,12603,60,13,11,<4,34,"Poughkeepsie, NY 12603
(41.6880316, -73.879502)"
Fall 2023,Stissing Mountain Junior/Senio,334525,Pine Plains,Dutchess,12567,32,4,7,<4,18,"Pine Plains, NY 12567
(41.992167, -73.659465)"
Fall 2023,Tabernacle Christian Academy,334633,Poughkeepsie,Dutchess,12601,<4,0,0,0,<4,"Poughkeepsie, NY 12601
(41.6974592, -73.9212811)"
Fall 2023,Trinity-Pawling School,334440,Pawling,Dutchess,12564,10,4,<4,0,5,"Pawling, NY 12564
(41.5662684, -73.5928749)"
Fall 2023,Upton Lake Christian School,331402,Clinton Corners,Dutchess,12514,<4,0,0,0,<4,"Clinton Corners, NY 12514
(41.860924, -73.765154)"
Fall 2023,Webutuck High School,330150,Amenia,Dutchess,12501,18,0,<4,<4,15,"Amenia, NY 12501
(41.849576, -73.556526)"
Fall 2023,Akron Central School,330020,Akron,Erie,14001,64,7,15,9,33,"Akron, NY 14001
(43.0233562, -78.499438)"
Fall 2023,Alden Central High School,330105,Alden,Erie,14004,62,13,18,<4,28,"Alden, NY 14004
(42.9002695, -78.5021192)"
Fall 2023,Amherst Central High School,335225,Amherst,Erie,14226,118,41,35,6,36,"Amherst, NY 14226
(43.0012886, -78.82157505)"
Fall 2023,Amherst Christian Academy,334225,Amherst,Erie,14228,<4,0,0,0,<4,"Amherst, NY 14228
(43.027147, -78.8064697)"
Fall 2023,Annunciation H S,330945,Buffalo,Erie,14213,<4,0,0,0,<4,"Buffalo, NY 14213
(42.9129877, -78.8897258)"
Fall 2023,Baker Hall School,332711,Lackawanna,Erie,14218,<4,0,0,0,<4,"Lackawanna, NY 14218
(42.818351, -78.825699)"
Fall 2023,Bennett High School,331055,Buffalo,Erie,14214,25,0,<4,<4,23,"Buffalo, NY 14214
(42.941458, -78.833824)"
Fall 2023,Bishop Timon-St. Jude High Sch,330980,Buffalo,Erie,14220,14,<4,4,0,8,"Buffalo, NY 14220
(42.843611, -78.8191512)"
Fall 2023,Buffalo Academy For Visual & P,330988,Buffalo,Erie,14209,49,<4,24,<4,21,"Buffalo, NY 14209
(42.9165574, -78.8664835)"
Fall 2023,Buffalo Academy Of Science Cha,331081,Buffalo,Erie,14202,41,9,15,0,17,"Buffalo, NY 14202
(42.8897274, -78.8770516)"
Fall 2023,Buffalo Academy Of The Sacred,331770,Buffalo,Erie,14226,28,10,10,<4,7,"Buffalo, NY 14226
(42.9740434, -78.8008321)"
Fall 2023,Buffalo Academy Science - Math,330989,Buffalo,Erie,14207,<4,0,<4,0,0,"Buffalo, NY 14207
(42.9477199, -78.8998428)"
Fall 2023,Buffalo Alternative High Schoo,330985,Buffalo,Erie,14201,<4,0,0,0,<4,"Buffalo, NY 14201
(42.8961902, -78.8838243)"
Fall 2023,Buffalo Evening High School,330987,Buffalo,Erie,14214,<4,0,0,0,<4,"Buffalo, NY 14214
(42.941458, -78.833824)"
Fall 2023,Buffalo Seminary,330990,Buffalo,Erie,14222,11,4,5,0,<4,"Buffalo, NY 14222
(42.9174208, -78.8770548)"
Fall 2023,Buffalo Traditional School,330992,Buffalo,Erie,14211,<4,0,0,0,<4,"Buffalo, NY 14211
(42.904855, -78.823177)"
Fall 2023,Buffalo Vocational Technical C,331010,Buffalo,Erie,14211,<4,0,0,0,<4,"Buffalo, NY 14211
(42.904855, -78.823177)"
Fall 2023,Burgard High School,330995,Buffalo,Erie,14214,35,6,5,6,18,"Buffalo, NY 14214
(42.941458, -78.833824)"
Fall 2023,Canisius High School,331000,Buffalo,Erie,14209,23,11,5,<4,5,"Buffalo, NY 14209
(42.9165574, -78.8664835)"
Fall 2023,Cardinal O' Hara High School,335576,Tonawanda,Erie,14150,19,5,<4,<4,11,"Tonawanda, NY 14150
(43.0037013, -78.8579799)"
Fall 2023,Charter High School For Applie,331001,Buffalo,Erie,14207,36,8,17,0,11,"Buffalo, NY 14207
(42.9477199, -78.8998428)"
Fall 2023,Cheektowaga Central High Schoo,331005,Cheektowaga,Erie,14225,78,22,17,6,33,"Cheektowaga, NY 14225
(42.9261731, -78.7587653)"
Fall 2023,Christian Central Academy,335981,Williamsville,Erie,14221,8,6,0,0,<4,"Williamsville, NY 14221
(42.983666, -78.728409)"
Fall 2023,Christian Central Academy,331003,Buffalo,Erie,14221,<4,0,0,0,<4,"Buffalo, NY 14221
(42.983666, -78.728409)"
Fall 2023,City Honors School At Fmp,331004,Buffalo,Erie,14204,92,52,23,<4,14,"Buffalo, NY 14204
(42.882666, -78.864166)"
Fall 2023,Clarence High School,331385,Clarence,Erie,14031,162,60,44,7,51,"Clarence, NY 14031
(42.975003, -78.622842)"
Fall 2023,Cleveland Hill High School,331343,Cheektowaga,Erie,14225,58,5,21,5,27,"Cheektowaga, NY 14225
(42.9261731, -78.7587653)"
Fall 2023,Depew High School,331600,Depew,Erie,14043,62,13,19,<4,27,"Depew, NY 14043
(42.904791, -78.699125)"
Fall 2023,East Aurora High School,331685,East Aurora,Erie,14052,50,11,19,6,14,"East Aurora, NY 14052
(42.7678408, -78.609977)"
Fall 2023,East Community High School,330012,Buffalo,Erie,14211,18,<4,0,<4,14,"Buffalo, NY 14211
(42.904855, -78.823177)"
Fall 2023,East High School,331009,Buffalo,Erie,14211,11,0,0,0,11,"Buffalo, NY 14211
(42.904855, -78.823177)"
Fall 2023,Eden High School,331755,Eden,Erie,14057,49,12,15,<4,19,"Eden, NY 14057
(42.659952, -78.887526)"
Fall 2023,Emerson School Of Hospitality,331025,Buffalo,Erie,14202,48,<4,<4,<4,42,"Buffalo, NY 14202
(42.8897274, -78.8770516)"
Fall 2023,Frederick Law Olmsted School,331121,Buffalo,Erie,14215,63,27,18,0,18,"Buffalo, NY 14215
(42.935086, -78.81198)"
Fall 2023,Frontier Senior High School,332225,Hamburg,Erie,14075,140,27,55,7,51,"Hamburg, NY 14075
(42.73374, -78.837698)"
Fall 2023,Gateway-Longview Lynde School,335979,Williamsville,Erie,14221,<4,0,0,0,<4,"Williamsville, NY 14221
(42.983666, -78.728409)"
Fall 2023,Global Concepts Charter School,332719,Lackawanna,Erie,14218,42,7,6,0,29,"Lackawanna, NY 14218
(42.818351, -78.825699)"
Fall 2023,Grand Island Senior High Schoo,332163,Grand Island,Erie,14072,104,23,34,9,38,"Grand Island, NY 14072
(43.0284313, -78.9658345)"
Fall 2023,Hamburg Christian School,332239,Hamburg,Erie,14075,<4,0,0,0,<4,"Hamburg, NY 14075
(42.73374, -78.837698)"
Fall 2023,Hamburg Senior High School,332230,Hamburg,Erie,14075,104,21,48,7,28,"Hamburg, NY 14075
(42.73374, -78.837698)"
Fall 2023,Health Sciences Charter School,335577,Buffalo,Erie,14209,35,<4,11,4,18,"Buffalo, NY 14209
(42.9165574, -78.8664835)"
Fall 2023,Holland Central School,332405,Holland,Erie,14080,30,6,4,8,12,"Holland, NY 14080
(42.643815, -78.540444)"
Fall 2023,Holy Angels Academy,331030,Buffalo,Erie,14214,<4,0,0,0,<4,"Buffalo, NY 14214
(42.941458, -78.833824)"
